id,government_id,name,slug,created,contacts
695,10,Kentucky Emergency Response Commission,kentucky-emergency-response-commission,2014-08-27 23:52:59+00:00,1
696,24,Maine Emergency Management Agency,maine-emergency-management-agency,2014-08-27 23:57:09+00:00,1
697,36,Emergency Management Advisor Council,emergency-management-advisor-council,2014-08-28 00:00:53+00:00,1
698,32,Massachusetts Emergency Management Agency,massachusetts-emergency-management-agency,2014-08-28 00:46:34+00:00,1
699,14,Department of Environmental Quality,department-of-environmental-quality,2014-08-28 00:49:37+00:00,1
700,38,Minnesota Homeland Security and Emergency Management,minnesota-homeland-security-and-emergency-manageme,2014-08-28 00:52:39+00:00,1
701,5,Missouri Emergency Response Commission,missouri-emergency-response-commission,2014-08-28 00:56:13+00:00,1
702,44,Montana Disaster & Emergency Services,montana-department-of-environmental-quality,2014-08-28 00:59:33+00:00,1
703,13,Nebraska Emergency Management Agency,nebraska-emergency-management-agency,2014-08-28 01:15:12+00:00,1
704,45,Nevada SERC,nevada-serc,2014-08-28 01:55:46+00:00,1
705,15,New Hampshire SERC,new-hampshire-serc,2014-08-28 01:58:40+00:00,1
706,6,New Mexico Department of Homeland Security and Emergency Management,new-mexico-department-of-homeland-security-and-eme,2014-08-28 02:02:30+00:00,1
707,16,New York State Emergency Response Commission,new-york-state-emergency-response-commission,2014-08-28 02:06:08+00:00,1
708,39,North Carolina Department of Public Safety Division of Emergency Management,north-carolina-department-of-public-safety-divisio,2014-08-28 02:09:21+00:00,1
709,46,North Dakota Department of Emergency Services - Division of Homeland Security,north-dakota-department-of-emergency-services-divi,2014-08-28 02:12:38+00:00,1
710,47,Ohio Emergency Management Agency,ohio-emergency-management-agency,2014-08-28 02:15:55+00:00,1
711,49,Office of the State Fire Marshall,office-of-the-state-fire-marshall,2014-08-28 02:18:04+00:00,1
712,17,Pennsylvania Emergency Management Agency,pennsylvania-emergency-management-agency,2014-08-28 02:51:43+00:00,2
713,26,Rhode Island Emergency Management Agency,rhode-island-emergency-management-agency,2014-08-28 02:55:37+00:00,2
714,50,South Dakota Dept. of the Environment & Natural Resources,south-dakota-dept-of-the-environment-natural-resou,2014-08-28 02:58:17+00:00,1
715,27,Tennessee Emergency Response Agency,tennessee-emergency-response-agency,2014-08-28 03:20:45+00:00,1
716,29,Texas Division of Emergency Management,texas-division-of-emergency-management,2014-08-28 03:23:39+00:00,2
717,18,Utah Department of Public Safety,utah-department-of-environmental-quality,2014-08-28 03:26:54+00:00,1
718,2,Vermont Emergency Management Agency,vermont-emergency-management-agency,2014-08-28 13:15:57+00:00,1
719,19,Virginia Department of Emergency Services,virginia-department-of-emergency-services,2014-08-28 13:19:33+00:00,1
720,21,WV Division of Homeland Security and Emergency Management,wv-division-of-homeland-security-and-emergency-man,2014-08-28 13:22:50+00:00,1
721,22,Wisconsin Emergency Management,wisconsin-emergency-management,2014-08-28 13:26:14+00:00,1
722,51,Wyoming State Emergency Response Commission,wyoming-state-emergency-response-commission,2014-08-28 13:29:07+00:00,1
723,3,Arkansas Department of Emergency Management,arkansas-department-of-emergency-management,2014-08-28 13:35:50+00:00,1
724,37,Florida Division of Emergency Management,florida-division-of-emergency-management,2014-08-28 13:43:31+00:00,4
725,7,GEMA/Homeland Security,gemahomeland-security,2014-08-28 13:55:51+00:00,1
726,11,Louisiana State Police - Emergency Services Unit,louisiana-state-police-emergency-services-unit,2014-08-28 14:09:03+00:00,1
727,33,Mississippi Emergency Management Agency,mississippi-emergency-management-agency,2014-08-28 14:33:50+00:00,1
728,48,Oklahoma DEQ,oklahoma-deq,2014-08-28 14:55:40+00:00,1
729,34,South Carolina Emergency Management Division,south-carolina-emergency-management-division,2014-08-28 15:06:12+00:00,1
730,25,New Jersey Emergency Management Agency,new-jersey-emergency-management-agency,2014-08-28 17:35:23+00:00,1
731,29,Texas Department of Public Safety,texas-department-of-public-safety,2014-08-28 21:23:20+00:00,4
732,23,Chicago Department of Business Affairs and Consumer Protection,chicago-department-of-business-affairs-and-consume,2014-08-29 22:19:22+00:00,1
733,23,Chicago Transportation Department,chicago-transportation-department,2014-08-29 23:07:02+00:00,1
734,52,NSA,nsa,2014-08-30 22:41:34+00:00,1
735,49,Oregon Deparment of Revenue,oregon-deparment-of-revenue,2014-09-01 12:45:02+00:00,0
736,7,Department of Public Safety,department-of-public-safety,2014-09-01 16:04:21+00:00,2
737,45,Las Vegas Metropolitan Police,las-vegas-metropolitan-police,2014-09-02 07:25:24+00:00,1
738,20,Tacoma Police Department,tacoma-police-department,2014-09-02 07:31:19+00:00,1
739,20,Spokane Police Department,spokane-police-department,2014-09-02 07:40:56+00:00,1
740,23,University of Illinois,university-of-illinois,2014-09-02 14:38:54+00:00,1
741,14,City of Detroit,city-of-detroit,2014-09-02 15:00:03+00:00,1
742,14,Michigan State University,michigan-state-university,2014-09-02 17:01:05+00:00,2
743,32,Boston Police Department,boston-police-department,2014-09-02 19:39:30+00:00,1
744,20,Washington State Police,washington-state-police,2014-09-02 22:19:33+00:00,1
745,25,Jersey City Office of the Tax Collector,jersey-city-office-of-the-tax-collector,2014-09-03 00:12:41+00:00,1
746,40,Alabama Department of Education,alabama-department-of-education,2014-09-03 19:53:06+00:00,1
747,40,Department of Education,department-of-education-4,2014-09-03 20:40:54+00:00,1
748,37,Florida Department of Education,florida-department-of-education,2014-09-03 20:46:09+00:00,5
749,6,New Mexico Governor's Office,new-mexico-governors-office,2014-09-03 22:48:56+00:00,1
750,6,New Mexico Department of Public Safety,new-mexico-department-of-public-safety,2014-09-03 22:50:14+00:00,1
751,6,New Mexico Public Education Department,new-mexico-public-education-department,2014-09-03 22:51:53+00:00,1
752,49,Oregon State Police,oregon-state-police,2014-09-03 23:00:05+00:00,1
753,8,Idaho State Police,idaho-state-police,2014-09-03 23:07:41+00:00,1
754,14,Detroit Police Department,detroit-police-department,2014-09-03 23:15:16+00:00,4
755,39,Charlotte-Mecklenberg Police Department,charlotte-mecklenberg-police-department,2014-09-03 23:18:25+00:00,1
756,29,El Paso Police Department,el-paso-police-department,2014-09-03 23:26:37+00:00,2
757,1,United States Preventive Services Task Force,united-states-preventive-services-task-force,2014-09-04 16:16:48+00:00,1
758,27,Memphis Animal Services ,memphis-animal-services,2014-09-04 19:45:02+00:00,1
760,11,Louisiana Department of Education,louisiana-department-of-education,2014-09-04 21:31:09+00:00,1
761,29,Texas Education Agency,texas-education-agency,2014-09-04 21:52:18+00:00,2
762,27,Tennessee Department of Education,tennessee,2014-09-04 22:26:09+00:00,2
763,10,Kentucky Department of Education,kentucky-department-of-education,2014-09-04 22:58:12+00:00,1
764,6,Albuquerque Public Schools,albuquerque-public-schools,2014-09-04 22:59:16+00:00,2
765,7,Georgia Department of Education,georgia-department-of-education,2014-09-05 15:53:11+00:00,1
766,41,Alaska Department of Education & Early Development,alaska-department-of-education,2014-09-05 18:25:30+00:00,1
767,7,Atlanta Public Schools,atlanta-public-schools,2014-09-05 18:53:36+00:00,1
768,17,The School District of Philadelphia,the-school-district-of-philadelphia,2014-09-05 19:09:32+00:00,1
769,42,Arizona Department of Education,arizona,2014-09-05 19:10:48+00:00,2
770,32,Boston Public Schools,boston-public-schools,2014-09-05 19:13:16+00:00,1
771,3,Arkansas Department of Education,arkansas-department-of-education,2014-09-05 19:17:51+00:00,1
772,25,Summit Public Schools,summit-public-schools,2014-09-05 19:21:31+00:00,1
773,47,Cleveland Public Schools,cleveland-public-schools,2014-09-05 19:26:00+00:00,1
774,30,California Department of Education,california-department-of-education,2014-09-05 19:30:41+00:00,1
775,4,Colorado Department of Education,colorado-department-of-education,2014-09-05 19:37:43+00:00,4
776,31,Hawaii,hawaii,2014-09-05 20:13:29+00:00,0
777,31,Hawaii Department of Education,hawaii-department-of-education,2014-09-05 20:16:01+00:00,1
778,36,Maryland State Department of Education,maryland-state-department-of-education,2014-09-05 20:40:16+00:00,1
779,32,Massachusetts Department of Elementary and Secondary Education ,massachusetts-department-of-elementary-and-seconda,2014-09-05 21:16:13+00:00,2
780,28,Indiana Department of Education,indiana-department-of-education,2014-09-05 22:27:59+00:00,1
781,35,Iowa Department of Education,iowa-department-of-education,2014-09-05 22:37:50+00:00,1
782,14,Michigan Department of Education,michigan-department-of-education,2014-09-08 19:40:52+00:00,1
783,38,Minnesota Department of Education,minnesota-department-of-education,2014-09-08 20:32:26+00:00,1
784,33,Mississippi Department of Education,mississippi-department-of-education,2014-09-08 20:53:34+00:00,0
785,5,Missouri Department of Elementary and Secondary Education,missouri-department-of-elementary-and-secondary-ed,2014-09-08 21:10:57+00:00,2
786,44,Montana Office of Public Instruction,montana-office-of-public-instruction,2014-09-08 21:30:34+00:00,1
787,36,PG County Office of the County Executive,pg-county-office-of-the-county-executive,2014-09-09 15:49:57+00:00,1
788,13,Nebraska Department of Education,nebraska-department-of-education,2014-09-09 16:17:32+00:00,1
789,23,Illnois State Board of Education,illnois-state-board-of-education,2014-09-09 18:47:46+00:00,1
790,15,New Hampshire Department of Education,new-hampshire-department-of-education,2014-09-09 19:23:50+00:00,1
791,37,Florida State University,florida-state-university,2014-09-10 02:57:18+00:00,1
794,39,North Carolina Department of Public Instruction,north-carolina-department-of-public-instruction,2014-09-10 15:52:01+00:00,1
796,46,North Dakota Department of Public Instruction,north-dakota-department-of-public-instruction,2014-09-10 16:18:28+00:00,1
797,47,Ohio Department of Education,ohio-department-of-education,2014-09-10 16:29:43+00:00,1
798,48,Oklahoma State Department of Education,oklahoma-state-department-of-education,2014-09-10 16:45:58+00:00,1
799,16,New York Department of Health,new-york-department-of-health,2014-09-10 18:38:11+00:00,0
800,9,Department of Education,department-of-education-5,2014-09-10 20:18:02+00:00,1
801,52,Office of Information Programs and Services,office-of-information-programs-and-services,2014-09-11 20:26:11+00:00,1
802,4,Fort Collins Police Department,fort-collins-police-department,2014-09-13 08:31:32+00:00,1
803,9,Goodland Police Department,goodland-police-department,2014-09-13 08:37:05+00:00,1
804,4,Burlington Police Department,burlington-police-department,2014-09-13 08:40:04+00:00,1
805,6,Raton Police Department,raton-police-department,2014-09-13 08:43:19+00:00,1
806,4,Trinidad Police Department,trinidad-police-department,2014-09-13 08:47:37+00:00,1
807,51,Cheyenne Police Department,cheyenne-police-department,2014-09-13 08:52:55+00:00,1
808,16,Health and Hospitals Corporation,health-and-hospitals-corporation,2014-09-14 23:42:19+00:00,1
809,16,New York City Department of Housing Preservation and Development,new-york-city-department-of-housing-preservation-a,2014-09-15 14:50:05+00:00,2
810,52,Washington Metropolitan Area Transit Authority,washington-metropolitan-area-transit-authority,2014-09-15 15:54:50+00:00,2
811,30,California Department off Water Resources,california-department-off-water-resources,2014-09-15 16:06:04+00:00,1
812,20,City of Bellevue,city-of-bellevue,2014-09-16 01:49:07+00:00,1
813,52,USCIS,uscis,2014-09-17 01:34:57+00:00,0
814,38,Cirty of Minneapolis,cirty-of-minneapolis,2014-09-17 20:45:22+00:00,1
815,11,Louisiana Board of Regents,louisiana-board-of-regents,2014-09-18 16:41:17+00:00,1
816,25,Jersey City Education Association,jersey-city-education-association,2014-09-18 17:15:30+00:00,0
817,29,Texas Lottery Commission,texas-lottery-commission,2014-09-18 19:20:10+00:00,1
818,30,State Controllers Office,state-controllers-office,2014-09-19 16:55:57+00:00,0
819,1,Office of Special Council,office-of-special-council,2014-09-19 18:56:29+00:00,1
820,28,Boone County Clerk,boone-county-clerk,2014-09-22 19:49:47+00:00,1
821,26,Roger Williams University,roger-williams-university,2014-09-22 21:04:09+00:00,0
822,1,National Forest Service,national-forest-service,2014-09-22 23:26:55+00:00,2
823,13,Omaha Police Department,omaha-police-department,2014-09-23 06:14:35+00:00,1
824,19,Virginia Beach Police Department,virginia-beach-police-department,2014-09-23 15:23:42+00:00,1
825,14,Ionia County Prosecutor's Office,ionia-county-prosecutors-office,2014-09-23 17:16:44+00:00,1
826,29,Department of Public Safety,department-of-public-safety-2,2014-09-24 21:36:40+00:00,2
828,34,South Carolina Department of Public Safety,south-carolina-department-of-public-safety,2014-09-25 16:30:58+00:00,1
830,52,U.S. Department of Defense ,us-department-of-defense,2014-09-26 20:52:22+00:00,0
831,52,United States Special Operations Command ,united-states-special-operations-command,2014-09-26 20:58:07+00:00,1
833,36,Prince George's Police Department,prince-georges-police-department,2014-09-29 14:11:12+00:00,2
834,27,Memphis Light Gas and water,memphis-light-gas-and-water,2014-09-29 17:21:07+00:00,1
835,1,Drug Enforcement Administration ,drug-enforcement-administration,2014-09-30 12:45:36+00:00,1
836,22,Wisconsin Department of Education ,wisconsin-department-of-education,2014-09-30 18:57:53+00:00,1
837,51,Wyoming Department of Education,wyoming-department-of-education,2014-09-30 19:12:00+00:00,1
838,21,West Virginia Department of Education,west-virginia-department-of-education,2014-09-30 19:19:04+00:00,0
839,21,West Virginina Department of Education,west-virginina-department-of-education,2014-09-30 19:20:12+00:00,1
840,20,Washington Office of Superintendent of Public Instruction,washington-office-of-superintendent-of-public-inst,2014-09-30 19:58:59+00:00,2
841,19,Virginia Department of Education,virginia-department-of-education,2014-09-30 20:28:36+00:00,1
842,26,South Kingstown Building Inspection,south-kingstown-building-inspection,2014-09-30 20:56:28+00:00,1
843,18,Utah State Office of Education,utah-state-office-of-education,2014-09-30 21:09:38+00:00,1
844,50,South Dakota Department of Education,south-dakota,2014-09-30 21:19:52+00:00,1
845,34,South Carolina State Department of Education,south-carolina-state-department-of-education,2014-09-30 21:30:34+00:00,1
846,26,Rhode Island Coastal Resources Management Council,rhode-island-coastal-resources-management-council,2014-10-01 13:50:32+00:00,1
847,1,Animal and Plant Health Inspection Service,animal,2014-10-01 15:33:39+00:00,1
848,1,U.S. Attorneys,us-attorneys,2014-10-01 16:13:26+00:00,1
849,1,U.S. Army Medical Research Institute of Chemical Defense,us-army-medical-research-institute-of-chemical-def,2014-10-01 17:59:28+00:00,1
850,29,University of North Texas Admissions,university-of-north-texas-admissions,2014-10-01 20:17:05+00:00,1
851,29,University of North Texas,university-of-north-texas,2014-10-01 20:21:24+00:00,3
852,29,Finance,finance,2014-10-01 20:29:29+00:00,0
853,29,City of Denton,city-of-denton,2014-10-01 21:07:40+00:00,1
854,26,Ri Department of Environmental Management,ri-department-of-environmental-management,2014-10-02 13:35:43+00:00,1
855,23,FSA,fsa,2014-10-02 14:29:00+00:00,1
856,49,TriMet,trimet,2014-10-02 18:28:28+00:00,1
857,29,City of San Marcos,city-of-san-marcos,2014-10-02 18:30:46+00:00,2
858,33,City Clerk of the City of Jackson ,city-clerk-of-jackson,2014-10-02 22:26:18+00:00,1
859,30,San Diego Unified School District,san-diego-unified-school-districrt,2014-10-02 23:57:06+00:00,1
860,34,North Charleston Police Department,north-charleston-police-department,2014-10-03 04:02:19+00:00,1
861,30,Chula Vista Elementary School District,chula-vista-elementary-school-district,2014-10-03 19:24:55+00:00,1
862,30,Vista Unified School District,vista-unified-school-district,2014-10-03 22:42:31+00:00,1
863,30,Bonsall School District,bonsall-school-district,2014-10-06 18:07:51+00:00,0
864,20,Richland School District,richland-school-district,2014-10-06 21:50:41+00:00,1
865,20,Kennewick School District,kennewick-school-district,2014-10-06 21:52:33+00:00,1
866,20,Pasco School District,pasco-school-district,2014-10-06 21:52:49+00:00,1
867,20,Benton PUD,benton-pud,2014-10-06 22:21:15+00:00,1
868,20,Franklin PUD,franklin-pud,2014-10-06 22:24:53+00:00,1
869,44,University of Montana,university-of-montana,2014-10-07 21:39:32+00:00,1
870,30,City of San Carlos,city-of-san-carlos,2014-10-08 16:09:17+00:00,3
871,3,"Washington County, AR Prosecutor",washington-county-ar-prosecutor,2014-10-08 17:30:41+00:00,1
872,30,Los Angeles Department of Water and Power,los-angeles-department-of-water-and-power,2014-10-08 18:58:01+00:00,2
873,9,Kansas Division of Emergency Management,kansas-division-of-emergency-management,2014-10-09 02:44:07+00:00,1
874,43,Delaware State Treasury,delaware-state-treasury,2014-10-09 13:19:37+00:00,1
875,30,Sweetwater Unified High School District,sweetwater-unified-high-school-district,2014-10-09 18:26:29+00:00,1
876,30,Lemon Grove School District ,lemon-grove-school-district,2014-10-09 18:27:36+00:00,1
877,23,Cook County Sheriff's Office,cook-county-sheriffs-office,2014-10-09 23:37:12+00:00,1
878,16,Nassau County Department of Law,nassau-county-department-of-law,2014-10-10 17:15:01+00:00,0
879,21,West Virginia University,west-virginia-university,2014-10-10 18:48:12+00:00,1
880,44,Montana Kaimin,montana-kaimin,2014-10-11 03:29:36+00:00,1
881,44,Montana University System,montana-university-system,2014-10-11 03:40:42+00:00,2
882,16,United States Environmental Protection Agency,united-states-environmental-protection-agency,2014-10-11 22:37:18+00:00,1
883,30,Fallbrook Union Elementary School District,fallbrook-union-elementary-school-district,2014-10-14 23:03:18+00:00,1
884,20,South Sound 911,south-sound,2014-10-15 19:25:09+00:00,1
885,20,Washington State Department of Corrections,wa-dept-of-corrections,2014-10-15 21:01:12+00:00,1
886,29,Department of State Health Services,department-of-state-health-services,2014-10-16 18:47:28+00:00,2
887,14,Ionia Public Schools Board of Education,ionia-public-schools-board-of-education,2014-10-17 02:10:06+00:00,1
888,52,Department of Education,department-of-education-6,2014-10-17 19:17:59+00:00,1
889,16,New York State Department of Education,department-of-education-7,2014-10-17 19:18:45+00:00,1
890,11,Louisiana State Police,louisiana-state-police,2014-10-21 15:32:26+00:00,1
891,30,Borrego Springs Unified School District ,borrego-springs-unified-school-district,2014-10-21 17:13:49+00:00,1
892,47,Fairfield County Sheriff's,fairfield-county-sheriffs,2014-10-22 15:47:15+00:00,0
893,30,Rancho Sante Fe School District,rancho-sante-fe-school-district,2014-10-22 18:30:09+00:00,1
894,23,Chicago Streets and Sanitation,chicago-streets-and-sanitation,2014-10-23 12:11:06+00:00,1
895,30,Valley Center-Pauma Unified School District ,valley-center-pauma-unified-school-district,2014-10-23 16:45:59+00:00,1
896,17,Pennsylvania Office of Open Records,pennsylvania-office-of-open-records,2014-10-24 14:24:54+00:00,1
897,43,New Castle County,new-castle-county,2014-10-24 18:37:07+00:00,1
898,37,Miami-Dade County Public Schools,miami-dade-county-public-schools,2014-10-24 20:33:30+00:00,2
899,37,Broward County Public Schools,broward-county-public-schools,2014-10-24 20:54:55+00:00,2
900,37,Hillsborough County Public Schools,hillsborough-county-public-schools,2014-10-24 21:22:54+00:00,1
901,37,Orange County Public Schools,orange-county-public-schools,2014-10-24 21:33:43+00:00,1
902,45,Clark County,clark-county,2014-10-24 21:51:10+00:00,1
903,29,Dallas Police Department,dallas-police-department,2014-10-26 23:14:09+00:00,1
904,7,Gwinnett County Public Schools,gwinett-county-public-schools,2014-10-27 16:57:22+00:00,1
905,1,U.S. EPA Region 5,us-epa-region,2014-10-27 17:38:26+00:00,1
906,38,St. Paul Police Department,st-paul-police-department,2014-10-27 20:41:31+00:00,1
907,5,Kansas City Police Department,kansas-city-police-department,2014-10-27 20:47:11+00:00,1
908,5,St. Louis Metropolitan Police Department,st-louis-metropolitan-police-department,2014-10-27 20:59:53+00:00,1
909,25,Newark Police Department,newark-police-department,2014-10-27 21:18:39+00:00,2
910,27,Nashville Police Department,nashville-police-department,2014-10-27 21:22:20+00:00,1
911,42,Tuscon Police Department,tuscon-police-department,2014-10-27 21:25:53+00:00,0
912,30,San Francisco Police Department,san-francisco-police-department,2014-10-27 21:27:35+00:00,1
913,30,San Jose Police Department,san-jose-police-department,2014-10-27 21:28:04+00:00,2
914,30,Anaheim Police Department,anaheim-police-department,2014-10-27 21:29:23+00:00,2
915,30,Santa Ana Police Department,santa-ana-police-department,2014-10-27 21:30:34+00:00,1
916,30,Long Beach Police Department,long-beach-police-department,2014-10-27 21:31:26+00:00,1
917,30,Riverside Police Department,riverside-police-department,2014-10-27 21:32:06+00:00,1
918,30,Sacramento Police Department,sacramento-police-department,2014-10-27 21:32:43+00:00,1
919,30,San Diego Police Department,san-diego-police-department,2014-10-27 21:33:17+00:00,2
920,4,Denver Police Department,denver-police-department,2014-10-27 21:34:02+00:00,1
921,31,Honolulu Police Department,honolulu-police-department,2014-10-27 21:34:27+00:00,0
922,37,Fort Lauderdale Police Department,fort-lauderdale-police-department,2014-10-27 21:35:51+00:00,1
923,1,United States Secret Service,united-states-secret-service,2014-10-28 13:50:13+00:00,1
924,9,Leawood,leawood,2014-10-28 20:18:51+00:00,0
925,19,Fairfax County Public Schools,fairfax-county-public-schools,2014-10-28 22:13:47+00:00,1
926,30,Los Angeles Unifed School District,los-angeles-unifed-school-district,2014-10-30 21:39:04+00:00,2
927,16,New York State Office of Information Technology Services,new-york-state-office-of-information-technology-se,2014-10-31 15:15:14+00:00,1
928,16,New York State Archives,new-york-state-archives,2014-10-31 16:51:20+00:00,1
931,39,1033 small recipients,1033-small-recipients,2014-10-31 18:42:24+00:00,0
932,1,U.S. Environmental Protection Agency (EPA) - Region 10,us-environmental-protection-agency-epa-region,2014-11-01 05:21:00+00:00,0
933,2,The University of Vermont,the-university-of-vermont,2014-11-01 20:47:06+00:00,1
934,38,Lakeville police,lakeville-police,2014-11-03 18:29:17+00:00,0
935,16,New York State Thruway Authority,new-york-state-thruway-authority,2014-11-03 20:25:23+00:00,1
937,16,NYC Department of Transportation,nyc-department-of-transportation,2014-11-05 19:15:45+00:00,1
938,7,Secretary of State / Elections Division,secretary-of-state-elections-division,2014-11-05 19:39:22+00:00,1
939,3,Secretary of State / Elections Division,secretary-of-state-elections-division-2,2014-11-05 20:14:03+00:00,1
940,10,State Board of Elections,state-board-of-elections,2014-11-05 20:20:47+00:00,1
941,52,United States Patent and Trademark Office,united-states-patent-and-trademark-office,2014-11-06 21:46:32+00:00,1
943,19,Prince William County,prince-william-county,2014-11-11 14:05:26+00:00,0
944,29,City of Fort Worth,city-of-fort-worth,2014-11-12 06:02:57+00:00,1
946,5,Missouri Attorney General,missouri-attorney-general,2014-11-12 17:10:44+00:00,0
947,16,New York City Department of Transportation,new-york-city-department-of-transportation,2014-11-12 19:31:15+00:00,1
948,27,Tennessee Department of Health,tennessee-department-of-health,2014-11-12 19:53:35+00:00,1
950,16,NYC Law Department,nyc-law-department,2014-11-13 15:41:28+00:00,1
951,1,The White House,the-white-house,2014-11-13 17:56:04+00:00,0
952,1,DHS Science and Technology,dhs-science-and-technology,2014-11-13 23:11:15+00:00,1
953,23,Independent Police Review Authority,independent-police-review-authority,2014-11-14 01:05:31+00:00,2
954,23,Illinois Law Enforcement Training And Standards Board,illinois-law-enforcement-training-and-standards-bo,2014-11-14 01:20:49+00:00,1
955,11,Southern University System President Search Committee,southern-university-system-president-search-commit,2014-11-14 21:53:16+00:00,2
956,1,Federal Trade Commission,federal-trade-commission,2014-11-14 21:53:59+00:00,3
957,29,Department of Information Resources,department-of-information-resources,2014-11-17 22:58:46+00:00,2
958,12,Department of Social Services,department-of-social-services,2014-11-18 20:35:33+00:00,4
959,30,Los Angeles City Controller,los-angeles-city-controller,2014-11-20 01:12:25+00:00,1
960,23,Illinois State Police,illinois-state-police,2014-11-20 01:52:08+00:00,1
961,16,NYPD,nypd,2014-11-20 16:33:44+00:00,1
962,30,Santa Clara County,santa-clara-county,2014-11-20 17:49:04+00:00,1
963,30,Orange County Public Works,orange-county-public-works,2014-11-20 18:06:36+00:00,3
964,16,New York City Department of Environmental Protection,new-york-city-department-of-environmental-protecti,2014-11-20 19:04:28+00:00,1
965,16,New York City Department of Information Technology and Telecommunications,new-york-city-department-of-information-technology,2014-11-20 19:07:50+00:00,1
966,24,Portland Maine Fire Department,portland-maine-fire-department,2014-11-21 20:29:54+00:00,1
967,30,Office of the Attorney General,attorney-general,2014-11-24 16:01:34+00:00,0
968,30,UC Office of the President,uc-office-of-the-president,2014-11-24 21:00:28+00:00,1
969,30,Los Angeles County,los-angeles-county,2014-11-24 22:15:14+00:00,4
970,30,City of Long Beach,city-of-long-beach,2014-11-25 00:26:52+00:00,4
971,30,Tulare County,tulare-county,2014-11-25 01:10:09+00:00,1
972,30,Santa Barbara County,santa-barbara-county,2014-11-25 01:13:36+00:00,1
973,30,Alpine County,alpine-county,2014-11-25 01:19:05+00:00,1
974,29,Fort Worth Transit,fort-worth-transit,2014-12-01 18:27:37+00:00,1
976,29,JPS Health Network,jps-health-network,2014-12-01 18:51:21+00:00,1
977,29,Tarrant County Elections,tarrant-county-elections,2014-12-01 19:18:36+00:00,1
978,29,Tarrant Regional Water District,tarrant-regional-water-district,2014-12-01 19:32:13+00:00,1
979,42,Maricopa County Attorney's Office,maricopa-county-attorneys-office,2014-12-01 22:50:55+00:00,1
980,30,Madera County,madera-county,2014-12-02 00:52:14+00:00,1
981,30,Shasta County,shasta-county,2014-12-02 00:53:31+00:00,1
982,30,El Dorado County,el-dorado-county,2014-12-02 00:54:37+00:00,1
983,30,Butte County,butte-county,2014-12-02 00:55:43+00:00,1
984,30,Lassen County,lassen-county,2014-12-02 04:01:21+00:00,1
985,30,Yuba County,yuba-county,2014-12-02 04:06:27+00:00,1
986,30,Lake County,lake-county,2014-12-02 04:09:07+00:00,2
987,30,Kings County,kings-county,2014-12-02 04:23:27+00:00,1
988,30,San Joaquin County,san-joaquin-county,2014-12-02 05:05:27+00:00,1
989,30,Stanislaus County,stanislaus-county,2014-12-02 05:11:21+00:00,1
990,30,Santa Cruz County,santa-cruz-county,2014-12-02 05:19:45+00:00,1
991,30,Sonoma County,sonoma-county,2014-12-02 05:23:58+00:00,1
992,30,Tuolumne County,tuolumne-county,2014-12-02 05:29:31+00:00,1
993,32,Department of Housing and Community Development,department-of-housing-and-community-development,2014-12-03 16:38:29+00:00,0
994,30,Los Angeles County Metropolitan Transportation Authority,los-angeles-metropolitan-transportation-authority,2014-12-03 19:41:50+00:00,2
995,7,Columbia County Sheriff's Office,columbia-county-sheriffs-office,2014-12-04 16:42:00+00:00,1
996,7,"City of Augusta, GA",city-of-augusta-ga,2014-12-04 22:13:48+00:00,6
997,30,"University of California, Los Angeles",university-of-california-los-angeles,2014-12-04 22:26:33+00:00,1
998,1,OMB,omb,2014-12-05 19:12:42+00:00,1
999,1,U.S. Department of Justice,us-department-of-justice,2014-12-05 20:32:18+00:00,2
1000,20,University of Washington,university-of-washington,2014-12-05 23:03:23+00:00,2
1001,20,Washington State University,washington-state-university,2014-12-05 23:08:57+00:00,2
1002,4,University of Colorado,university-of-colorado,2014-12-05 23:09:24+00:00,1
1003,18,University of Utah,university-of-utah,2014-12-05 23:13:01+00:00,1
1004,30,"University of California, Berkeley",university-of-california-berkeley,2014-12-05 23:13:42+00:00,1
1005,42,Arizona State University,arizona-state-university,2014-12-05 23:14:06+00:00,1
1006,42,University of Arizona,university-of-arizona,2014-12-05 23:14:37+00:00,1
1007,49,University of Oregon,university-of-oregon,2014-12-05 23:20:18+00:00,1
1008,49,Oregon State University,oregon-state,2014-12-05 23:20:36+00:00,1
1009,29,Quality Assurance Team,quality-assurance-team,2014-12-08 16:44:43+00:00,4
1010,29,Contract Advisory Team,contract-advisory-team,2014-12-08 17:12:31+00:00,1
1011,48,Oklahoma Health Care Authority,oklahoma-health-care-authority,2014-12-08 17:33:51+00:00,1
1012,30,Los Angeles Fire Department,los-angeles-fire-department,2014-12-08 19:56:29+00:00,2
1013,48,CLEET,cleet,2014-12-08 20:24:56+00:00,1
1015,1,Federal Aviation Administration,federal-aviation-administration,2014-12-13 00:56:04+00:00,2
1016,29,Fort Worth ISD,fort-worth-isd,2014-12-13 21:51:36+00:00,1
1017,29,Tarrant County District Attorney's Office,tarrant-county-attorney-generals-office,2014-12-13 22:05:54+00:00,1
1018,29,Dallas County,dallas-county,2014-12-13 22:32:46+00:00,1
1019,29,Texas Alcoholic Beverage Commission,texas-alcoholic-beverage-commission,2014-12-13 22:44:04+00:00,1
1020,29,Texas Department of Criminal Justice,texas-department-of-criminal-justice,2014-12-13 22:52:53+00:00,4
1021,29,Dallas County Health & Human Services,dallas-county-health-human-services,2014-12-13 23:08:59+00:00,1
